COURSE_CODE,COURSE_TITLE,MODULES_TITLE,MODULE_CODE,url video,Quiz_code,Code_Question ,Quiz,option 1,answer,option 2,answer,option 4,answer,option5,answer,option6,answer,option7,answer,option8,answer,,,,,,
FMPS_C012,التفتح العلمي والتكنولوجي,,,,,FMPS_C012_QV04_Q_2,"أجب بصحيح او  خطأ على العبارة الموالية:يتضمن شريط الفيديو أنشطة التفتح التكنولوجي 
", خطأ,false ,صحيح,true  ,,,,,,,,,,,,,,,,
FMPS_C012,التفتح العلمي والتكنولوجي,,,,,FMPS_C012_QV04_Q_3," من بين العبارات التالية، حدد تلك التي تبدو لك صحيحة:  اثناء النشاط:
1-لم يتم استخدام حاسة الذوق للتمييز بين الأطعمة
2-تم ذكر اداة المشبك ضمن الأدوات المذكورة
3-تم تقديم أطعمة مختلفة للأطفال في التجربة  
5-تم اشراك الأطفال في التجربة 

",لم يتم استخدام حاسة الذوق للتمييز بين الأطعمة,false ,تم ذكر اداة المشبك ضمن الأدوات المذكورة,true  ,تم تقديم أطعمة مختلفة للأطفال في التجربة,true  ,تم اشراك الأطفال في التجربة,true  ,,,,,,,,,,,,
FMPS_C012,التفتح العلمي والتكنولوجي,,,,,FMPS_C012_QV04_Q_4,"أجب بصحيح او  خطأ على العبارة الموالية:خلال المرحلة الثانية من نشاط تجربة التذوق تقوم المربية بإغماض أعين الأطفال لتعريفهم بالأطعمة.  
",صحيح,true  , خطأ,false ,,,,,,,,,,,,,,,,
FMPS_C012,التفتح العلمي والتكنولوجي,,,,,FMPS_C012_QV04_Q_5,أجب بصحيح او  خطأ على العبارة الموالية:خلال المرحلة الأولى من النشاط يتمكن الأطفال من القيام بملاحظة لألسنتهم من خلال استخدام المرآة., خطأ,false ,صحيح,true  ,,,,,,,,,,,,,,,,
FMPS_C012,التفتح العلمي والتكنولوجي,,,,,FMPS_C012_QV04_Q_6,"أجب بصحيح او  خطأ على العبارة الموالية:تتجلى المرحلة الأولى لإنجاز نشاط التفتح العلمي في تحفيز الأطفال على ملاحظة الأدوات المستعملة في النشاط.
",صحيح,true  , خطأ,false ,,,,,,,,,,,,,,,,
FMPS_C012,التفتح العلمي والتكنولوجي,,,,,FMPS_C012_QV04_Q_7,أجب بصحيح او  خطأ على العبارة الموالية:يجب ان تكون جميع أنشطة التفتح العلمي مستقلة وغير موجهة للأطفال بغض النظر عن  مستوى فهمهم., خطأ,false ,صحيح,true  ,,,,,,,,,,,,,,,,
FMPS_C012,التفتح العلمي والتكنولوجي,انشطة التفتح التكنولوجي ,FMPS_C012_V05,https://drive.google.com/file/d/1U-vgKC1_BvCW_A0G6UiGFUKSbGJTR4VW/view?usp=drive_link,FMPS_C012_QV05,FMPS_C012_QV05_Q_1," من بين العبارات التالية، حدد تلك التي تبدو لك صحيحة: حدد اسم النشاط الذي تم ذكره في شريط الفيديو.
1-صنع سيارة  
2-ملصق طائرة 
3-صنع حافلة 

   ",صحيح,true  , خطأ,false , خطأ,false ,,,,,,,,,,,,,,
FMPS_C012,التفتح العلمي والتكنولوجي,,,,,FMPS_C012_QV05_Q_2,"أجب بصحيح او  خطأ على العبارة الموالية:تقدم المربية نموذجا مراد صنعه من طرف الاطفال.
",صحيح,true  , خطأ,false ,,,,,,,,,,,,,,,,
FMPS_C012,التفتح العلمي والتكنولوجي,,,,,FMPS_C012_QV05_Q_3,"أجب بصحيح او  خطأ على العبارة الموالية:تقوم المربية بطرح الأسئلة وتستقبل الإجابات لتعزيزيها وتصحيحها.
",صحيح,true  , خطأ,false ,,,,,,,,,,,,,,,,
FMPS_C012,التفتح العلمي والتكنولوجي,,,,,FMPS_C012_QV05_Q_4,"أجب بصحيح او  خطأ على العبارة الموالية:من الممكن تطبيق أنشطة التفتح التكنولوجي في العديد من المجالات التعلمية
", خطأ,false ,صحيح,true  ,,,,,,,,,,,,,,,,
FMPS_C013,الأنشطة الحسحركية, التربية النفسية الحركية ,FMPS_C013_V01,https://drive.google.com/file/d/1bMiE9r6uxR9esKa0NiGqOa7d4amGWl5i/view?usp=drive_link,FMPS_C013_QV01,FMPS_C013_QV01_Q_1,"أجب بصحيح او  خطأ على العبارة الموالية:""اعتماد الأسلوب الحس حركي يساعد الطفل على اكتساب مجموعة من المعارف"".

",صحيح,true  , خطأ,false ,,,,,,,,,,,,,,,,
FMPS_C013,الأنشطة الحسحركية,,,,,FMPS_C013_QV01_Q_2," من بين العبارات التالية، حدد تلك التي تبدو لك صحيحة:بواسطة التربية النفسية حركية يمكن للطفل أن يتعرف على: 
1-جسمه وقدراته
2-نفسه
3-عائلته 



",جسمه وقدراته,true  ,نفسه,true  ,عائلته,false ,,,,,,,,,,,,,,
FMPS_C013,الأنشطة الحسحركية,,,,,FMPS_C013_QV01_Q_3,"أجب بصحيح او  خطأ على العبارة الموالية:التربية النفسية حركية هي نشاط يقوم على تجانس بين ما هو جسدي نفسي مع الاعتماد على ما هو حركي.


",صحيح,true  , خطأ,false ,,,,,,,,,,,,,,,,
FMPS_C013,الأنشطة الحسحركية,,,,,FMPS_C013_QV01_Q_4,"أجب بصحيح او  خطأ على العبارة الموالية:التربية النفسية حركية تقوم بتنشيط الذاكرة على المستويين القصير والطويل.

",صحيح,true  , خطأ,false ,,,,,,,,,,,,,,,,
FMPS_C013,الأنشطة الحسحركية,,,,,FMPS_C013_QV01_Q_5,"أجب بصحيح او  خطأ على العبارة الموالية: التربية النفسية الحركية تعمل على تنمية القدرات الحركية للطفل. 

",صحيح,true  , خطأ,false ,,,,,,,,,,,,,,,,
FMPS_C013,الأنشطة الحسحركية,,,,,FMPS_C013_QV01_Q_6," من بين العبارات التالية، حدد تلك التي تبدو لك صحيحة:                                                                                                                                                                                                                                                              1- الحركة هي احدى الدوافع الأساسية لنمو الطفل.
2-عن طريق الحركة يمكن للطفل ان يتعرف على البيئة المحيطة به.
3-الميل الطبيعي للحركة لا يعد أحد طرق التعلم.

   ", الحركة هي احدى الدوافع الأساسية لنمو الطفل.,true  ,عن طريق الحركة يمكن للطفل ان يتعرف على البيئة المحيطة به.,true  ,الميل الطبيعي للحركة لا يعد أحد طرق التعلم.,false ,,,,,,,,,,,,,,
FMPS_C013,الأنشطة الحسحركية, أهداف التربية النفسية الحركية,FMPS_C013_V02,https://drive.google.com/file/d/1o7aq7IlZcB9z95u12JRLtIuiR-Ut9mj6/view?usp=drive_link,FMPS_C013_QV02,FMPS_C013_QV02_Q_1,"أجب بصحيح او  خطأ على العبارة الموالية:من بين الأهداف الرئيسية للتربية النفسية الحركية مساعدة الطفل على تنمية الوعي الزماني.
",صحيح,true  , خطأ,false ,,,,,,,,,,,,,,,,
FMPS_C013,الأنشطة الحسحركية,,,,,FMPS_C013_QV02_Q_2," من بين العبارات التالية، حدد تلك التي تبدو لك صحيحة : من بين الأهداف الاجتماعية النفسية الصحية والانفعالية للتربية النفسية الحركية:
1-اكساب الطفل مفاهيم السلامة العامة والخاصة.
2-مساعدة الطفل على إدراك المفاهيم الثقافية البدنية.
3-تنمية الحس الفني والإبداعي عند الطفل.


   ",اكساب الطفل مفاهيم السلامة العامة والخاصة.,true  ,مساعدة الطفل على إدراك المفاهيم الثقافية البدنية.,true  ,تنمية الحس الفني والإبداعي عند الطفل.,false ,,,,,,,,,,,,,,
FMPS_C013,الأنشطة الحسحركية,,,,,FMPS_C013_QV02_Q_3,"أجب بصحيح او  خطأ على العبارة الموالية:التربية النفسية الحركية تمكن الطفل من اكتساب المهارات الاجتماعية عن طريق الاشتراك في الأنشطة والألعاب الحركية والرياضية. 
",صحيح,true  , خطأ,false ,,,,,,,,,,,,,,,,
FMPS_C013,الأنشطة الحسحركية,,,,,FMPS_C013_QV02_Q_4,"أجب بصحيح او  خطأ على العبارة الموالية:تعتمد التربية النفسية الحركية على أسس علمية.

",صحيح,true  , خطأ,false ,,,,,,,,,,,,,,,,
FMPS_C013,الأنشطة الحسحركية, لعبة القط والفأر ,FMPS_C013_V03,https://drive.google.com/file/d/1JpScTCyG21R1DrvSXM4BRhl4TPTzKzLJ/view?usp=drive_link,FMPS_C013_QV03,FMPS_C013_QV03_Q_1," من بين العبارات التالية، حدد تلك التي تبدو لك صحيحة: لعبة القط والفأر تستهدف:                                                                                                                                                                                                                                                                              -المستوى الاول

-المستوى الثاني ",-المستوى الاول,false ,-المستوى الثاني,true  ,,,,,,,,,,,,,,,,
FMPS_C013,الأنشطة الحسحركية,,,,,FMPS_C013_QV03_Q_2,تهدف لعبة القط والفأر لتطوير مهارة التركيز.,صحيح,true  , خطأ,false ,,,,,,,,,,,,,,,,
FMPS_C013,الأنشطة الحسحركية,,,,,FMPS_C013_QV03_Q_3,"تحتاج لعبة الاتجاهات الأدوات والوسائل التالية:  
-الاشكال الهندسية والالوان
-الكرات
-الاعداد



",-الاشكال الهندسية والالوان,true  ,-الكرات,false ,-الاعداد,false ,,,,,,,,,,,,,,
FMPS_C013,الأنشطة الحسحركية,,,,,FMPS_C013_QV03_Q_4,"من خلال لعبة القط والفأر يتمكن الأطفال من تنمية رصيدهم اللغوي.


   ", خطأ,false ,صحيح,true  ,,,,,,,,,,,,,,,,
FMPS_C013,الأنشطة الحسحركية,,,,,FMPS_C013_QV03_Q_5," من بين العبارات التالية، حدد تلك التي تبدو لك صحيحة:                                                                                                                                                                                                                                                                                                                 -يتمكن الطفل من خلال لعبة الاتجاهات من التعرف على المفاهيم المتعلقة بالاتجاهات.
-يتمكن الطفل من خلال لعبة الاتجاهات من التعرف على الأشكال والألوان.
-يتمكن الطفل من خلال لعبة الاتجاهات من التعرف على الاعداد والحروف.





   ",-يتمكن الطفل من خلال لعبة الاتجاهات من التعرف على المفاهيم المتعلقة بالاتجاهات.,true  ,-يتمكن الطفل من خلال لعبة الاتجاهات من التعرف على الأشكال والألوان.,true  ,-يتمكن الطفل من خلال لعبة الاتجاهات من التعرف على الاعداد والحروف.,false ,,,,,,,,,,,,,,
FMPS_C013,الأنشطة الحسحركية,لعبة متاهة الصلصال,FMPS_C013_V04,https://drive.google.com/file/d/1k38PrlRPcmL7eOsimmPbF0u7IkktUA9e/view?usp=drive_link,FMPS_C013_QV04,FMPS_C013_QV04_Q_1,"من بين العبارات التالية، حدد تلك التي تبدو لك صحيحة:",1. عن طريق لعبة متاهة الصلصال يمكن للطفل ان يتعرف على قدراته الجسدية,TRUE,بالنفخ على الكرة يقوم الطفل بتقوية تنفسه.,TRUE,لعبة متاهة الصلصال تمكن الطفل من تنمية مهارة التعاون.,FALSE,,,,,,,,,,,,,,
,,,,,,FMPS_C013_QV04_Q_2,أجب بصحيح / خطأ على العبارة الموالية: العاب التربية النفسية الحركية هي العاب تحتاج العديد من الوسائل لتفعيلها مع الطفل.,خطأ,TRUE,صحيح,FALSE,,,,,,,,,,,,,,,,
,,,,,,FMPS_C013_QV04_Q_3,"من بين العبارات التالية، حدد تلك التي تبدو لك صحيحة: لعبة كوب الماء تمكن الطفل بشكل أساسي من:",تقوية التركيز,TRUE,تنمية روح التعاون,TRUE,اكتساب حس المسؤولية,FALSE,,,,,,,,,,,,,,
,,,,,,FMPS_C013_QV04_Q_4,"من بين العبارات التالية، حدد تلك التي تبدو لك صحيحة: وسائل لعبة كوب الماء:",كؤوس,TRUE,الساحة,TRUE,ماء,TRUE,ملاعق,FALSE,أقلام رصاص,FALSE,,,,,,,,,,
,,,,,,FMPS_C013_QV04_Q_5,أجب بصحيح / خطأ على العبارة الموالية: جميع الألعاب النفسية حركية صالحة لجميع المستويات.,خطأ,TRUE,صحيح,FALSE,,,,,,,,,,,,,,,,
FMPS_C013,الأنشطة الحسحركية,لعبة الثعلب الهارب,FMPS_C013_V05,https://drive.google.com/file/d/1PkfPZztuLYmzB1iR6m3A0LYS3Er3vpET/view?usp=drive_link,FMPS_C013_QV05,FMPS_C013_QV05_Q_1,"من بين العبارات التالية، حدد تلك التي تبدو لك صحيحة: لعبة الثعلب الهارب تهدف إلى",تطوير التآزر الحركي البصري,TRUE,تنمية روح التعاون,TRUE,تطوير استقلالية الطفل,FALSE,,,,,,,,,,,,,,
,,,,,,FMPS_C013_QV05_Q_2,أجب بصحيح / خطأ على العبارة الموالية لعبة الثعلب الهارب تعتمد فقط على الاطفال دون الحاجة لوسائل أخرى,صحيح,TRUE,خطأ,FALSE,,,,,,,,,,,,,,,,
,,,,,,FMPS_C013_QV05_Q_3,"من بين العبارات التالية، حدد تلك التي تبدو لك صحيحة: لعبة الكرات الملونة تساعد على تنمية روح التعاون بين الأطفال عن طريق:",منع الكرات من السقوط,TRUE,ترك الكرات تسقط قبل الوصول الى نقطة النهاية,FALSE,,,,,,,,,,,,,,,,
,,,,,,FMPS_C013_QV05_Q_4,أجب بصحيح / خطأ على العبارة الموالية: لعبة الكرات الملونة يمكن ان تقدمها المربية داخل القسم,صحيح,TRUE,خطأ,FALSE,,,,,,,,,,,,,,,,
,,,,,,FMPS_C013_QV05_Q_5,أجب بصحيح / خطأ على العبارة الموالية:تعتمد لعبة الكرات الملونة على مجموعة من الأدوات:,كرات ملونة / بساط / سلال,TRUE,كرة,FALSE,كرات ملونة / بساط,FALSE,,,,,,,,,,,,,,
FMPS_C013,الأنشطة الحسحركية,لعبة كرة الأصدقاء,FMPS_C013_V06,https://drive.google.com/file/d/18rhSlGZ2nehSHVfntym0umBtxUxcn_9-/view?usp=drive_link,FMPS_C013_QV06,FMPS_C013_QV06_Q_1,أجب بصحيح / خطأ على العبارة الموالية: لعبة كرة الأصدقاء تشجع الطفل على تعزيز التعاون مع فريقه والمنافسة مع الفريق الاخر.,صحيح,TRUE,خطأ,FALSE,,,,,,,,,,,,,,,,
,,,,,,FMPS_C013_QV06_Q_2,"من بين العبارات التالية، حدد تلك التي تبدو لك صحيحة:",لعبة كرة الأصدقاء تمكن الطفل من الحفاظ على توازنه.,TRUE,1. لعبة كرة الأصدقاء تنمي روح المنافسة بين الأطفال.,TRUE,1. لعبة كرة الأصدقاء تمكن الطفل من التعرف على الاتجاهات.,FALSE,,,,,,,,,,,,,,
,,,,,,FMPS_C013_QV06_Q_3,أجب بصحيح / خطأ على العبارة الموالية: من خلال التربية النفسية الحركية يتعرف الطفل على نفسه وجسمه.,صحيح,TRUE,خطأ,FALSE,,,,,,,,,,,,,,,,
,,,,,,FMPS_C013_QV06_Q_4,"من بين العبارات التالية، حدد تلك التي تبدو لك صحيحة:",عن طريق التربية النفسية الحركية ينمي الطفل لياقته.,TRUE,عن طريق التربية النفسية يدرك الطفل محيطه.,TRUE,أنشطة التربية النفسية الحركية تعتبر أنشطة ثانوية في مرحلة التعليم الأولي.,FALSE,,,,,,,,,,,,,,
FMPS_C014,التطور الاجتماعي والعاطفي للطفل في مرحلة التعليم الاولي,النمو الاجتماعي العاطفي في مرحلة التعليم الأولي,FMPS_C014_V01,https://drive.google.com/file/d/1Hb6XA-XeInL--EeH-99LVRlD5BftKLPX/view?usp=drive_link,FMPS_C014_QV01,FMPS_C014_QV01_Q_1,"أجب بصحيح / خطأ على العبارة الموالية:""يقتصر النمو الاجتماعي والعاطفـي على اكتساب مجموعة من المهارات الاجتماعية والعاطفيـة فقط "".",خطأ,TRUE,صحيح,FALSE,,,,,,,,,,,,,,,,
FMPS_C014,التطور الاجتماعي والعاطفي للطفل في مرحلة التعليم الاولي,,,,,FMPS_C014_QV01_Q_2,"من بين الاختيارات التالية، حدد العبارات الصحيحة: يتضمن النمو العاطفي والاجتماعي مجموعة من الصفات:",احترام الآخرين,TRUE,القــدرة علــى بنــاء العلاقـات,TRUE,القــدرة علــى بنــاء العلاقـات,TRUE,بناء الهوية الذاتيــة وتحمــل المســؤوليات,TRUE,عدم ضبط الانفعالات والتعبيرات العاطفية,FALSE,,,,,,,,,,
FMPS_C014,التطور الاجتماعي والعاطفي للطفل في مرحلة التعليم الاولي,,,,,FMPS_C014_QV01_Q_3,"أجب بصحيح / خطأ على العبارة الموالية: ""يبــدأ النمو الاجتماعي والعاطفــي عند الطفل في سن الثالثة، بحيث يقوم ببناء العلاقــات الايجابيــة مـع محيطه والتي تكون قائمـة علـى المحبـة""",خطأ,TRUE,صحيح,FALSE,,,,,,,,,,,,,,,,
FMPS_C014,التطور الاجتماعي والعاطفي للطفل في مرحلة التعليم الاولي,,,,,FMPS_C014_QV01_Q_4,"أجب بصحيح / خطأ على العبارة الموالية:""يعزز التفاعل العاطفي بانفتاح الطفل على محيط جديد يتعامل فيه مع أشخاص مختلفين""",صحيح,TRUE,خطأ,FALSE,,,,,,,,,,,,,,,,
FMPS_C014,التطور الاجتماعي والعاطفي للطفل في مرحلة التعليم الاولي,,,,,FMPS_C014_QV01_Q_5,"أجب بصحيح / خطأ على العبارة الموالية:""يكتسب الطفل بعض السمات الاجتماعية والعاطفية من الأب والأم حيث يتأثر كثيرا بشخصياتهم""",صحيح,TRUE,خطأ,FALSE,,,,,,,,,,,,,,,,
FMPS_C014,التطور الاجتماعي والعاطفي للطفل في مرحلة التعليم الاولي,,,,,FMPS_C014_QV01_Q_6,"من بين الاختيارات التالية، حدد العبارات الصحيحة منها: تأثر البيئة المدرسية في النمو العاطفي الاجتماعي للطفل من خلال:",الانفتاح على أشخاص جدد.,TRUE,توفير فرص وتجارب متنوعة.,TRUE,تعزيز المهارات البدنية والجسدية.,FALSE,,,,,,,,,,,,,,
FMPS_C014,التطور الاجتماعي والعاطفي للطفل في مرحلة التعليم الاولي,,,,,FMPS_C014_QV01_Q_7,"من بين الاختيارات التالية، حدد الصحيحة منها: تساهم الأسرة في دعم النمو العاطفي الاجتماعي للطفل من خلال:",العلاقة الإيجابية بين أفراد الاسرة.,TRUE,إرساء مجموعة من القيم والأخلاق داخل الأسرة.,TRUE,التفاعل الإيجابي للآباء مع أطفالهم.,TRUE,تلبية كل رغبات الطفل دون نقاش.,FALSE,,,,,,,,,,,,
FMPS_C014,التطور الاجتماعي والعاطفي للطفل في مرحلة التعليم الاولي,,,,,FMPS_C014_QV01_Q_8,"أجب بصحيح / خطأ على العبارة الموالية: ""رغم بعض ممارسات أفراد المجتمع التي تتسم بعدم الاستقرار العاطفي، يستطيع الطفل ان يعبر عن مشاعره بطريقة ودودة ويصبح اجتماعيا أكثر.""",خطأ,TRUE,صحيح,FALSE,,,,,,,,,,,,,,,,
FMPS_C014,التطور الاجتماعي والعاطفي للطفل في مرحلة التعليم الاولي,أهمية العواطف في التعلم ونمو الطفل,FMPS_C014_V02,https://drive.google.com/file/d/11K6lXzLbLZiMiEKR0IgGlB3LKfvcJi3C/view?usp=drive_link,FMPS_C014_QV02,FMPS_C014_QV02_Q_1,"أجب بصحيح / خطأ على العبارة الموالية:""تأثر العاطفة بشكل كبير على علاقة الطفل بالأخرين في المقابل لا تأثر على العملية التعليمية التعلمية.""",خطأ,TRUE,صحيح,FALSE,,,,,,,,,,,,,,,,
FMPS_C014,التطور الاجتماعي والعاطفي للطفل في مرحلة التعليم الاولي,,,,,FMPS_C014_QV02_Q_2,"من بين الاختيارات التالية، حدد العبارات الصحيحة: يتميز الطفل الذي لديه مهارات عاطفية ب:",أداء أفضل في الدراسة.,TRUE,حس التعاطف ومساعدة الناس.,TRUE,مهارات المرونة والتكيف.,TRUE,صحة نفسية مضطربة لأنه في طور النمو.,FALSE,,,,,,,,,,,,
FMPS_C014,التطور الاجتماعي والعاطفي للطفل في مرحلة التعليم الاولي,,,,,FMPS_C014_QV02_Q_3,"أجب بصحيح / خطأ على العبارة الموالية: ""العاطفة هي رد فعل وحالة عاطفية، تنشأ داخل نفس الفرد، وتتجلى في رد فعل جسدي دائم تحت تأثير مصدر داخلي أو خارجي""",خطأ,TRUE,صحيح,FALSE,,,,,,,,,,,,,,,,
FMPS_C014,التطور الاجتماعي والعاطفي للطفل في مرحلة التعليم الاولي,,,,,FMPS_C014_QV02_Q_4,"أجب بصحيح / خطأ على العبارة الموالية: ""يجب على المربي عدم الاستعانة بالمواقف اليومية لشرح أنواع المشاعر لتفادي احراج الطفل امام أصدقائه "".",خطأ,TRUE,صحيح,FALSE,,,,,,,,,,,,,,,,
FMPS_C014,التطور الاجتماعي والعاطفي للطفل في مرحلة التعليم الاولي,,,,,FMPS_C014_QV02_Q_5,"أجب بصحيح / خطأ على العبارة الموالية: ""من بين اهم الأنشطة المعتمدة لفهم المشاعر عند الأطفال (ترجمة إشارات الطفل والتشجيع)""",صحيح,TRUE,خطأ,FALSE,,,,,,,,,,,,,,,,
FMPS_C014,التطور الاجتماعي والعاطفي للطفل في مرحلة التعليم الاولي,,,,,FMPS_C014_QV02_Q_6,"من بين العبارات التالية، حدد تلك التي تبدو لك صحيحة: الطفل في مرحلة التعليم الاولي غير قادر على تطوير سلوكيات مكيفة بسبب:",سوء فهم المربية والآباء لسلوكيات الطفل وتوجيهه.,TRUE,1. عدم النضج التام لأجزاء من دماغ الطفل.,TRUE,وضع قواعد العيش,FALSE,,,,,,,,,,,,,,
FMPS_C014,التطور الاجتماعي والعاطفي للطفل في مرحلة التعليم الاولي,الذكاء العاطفي في مرحلة التعليم الأولي,FMPS_C014_V03,https://drive.google.com/file/d/15gaVGhDVBUj9j_pwMFUPEYKltzOUiqTW/view?usp=drive_link,FMPS_C014_QV03,FMPS_C014_QV03_Q_1,"جب بصحيح /خطا على العبارات التالية: ""يتجلى مفهوم الذكاء العاطفي في قدرة الفرد على إدراك مشاعره وعواطفه فقط.""",خطا,TRUE,صحيح,FALSE,,,,,,,,,,,,,,,,
FMPS_C014,التطور الاجتماعي والعاطفي للطفل في مرحلة التعليم الاولي,,,,,FMPS_C014_QV03_Q_2,"اجب بصحيح /خطا على العبارات التالية: ""للذكاء العاطفي عدة أبعاد تحتاج إلى المزاولة والممارسة، والتي ستساعد الطفل على التحكم في انفعالاته، والتعاطف مع الآخرين، واكتساب المعلومات.""",صحيح,TRUE,خطا,FALSE,,,,,,,,,,,,,,,,
FMPS_C014,التطور الاجتماعي والعاطفي للطفل في مرحلة التعليم الاولي,,,,,FMPS_C014_QV03_Q_3,"من بين العبارات التالية، حدد تلك التي تبدو لك صحيحة: للذكاء العاطفي عدة ابعاد من بينها:","قدرة الطفل على التعرف على مشاعره، تسميتها، والتعبير عنها.",TRUE,قدرة الطفل على التعاطف مع الاخرين.,TRUE,قدرة الطفل على التواصل بأساليب مقبولة اجتماعيا.,TRUE,قدرة الطفل على معالجة بعض السلوكيات والاضطرابات النفسية التي تواجهه.,FALSE,,,,,,,,,,,,
FMPS_C014,التطور الاجتماعي والعاطفي للطفل في مرحلة التعليم الاولي,,,,,FMPS_C014_QV03_Q_4,أجب بصحيح / خطأ على العبارة الموالية: الطفل الذكي عاطفيا يعتمد بشكل أساسي على التشجيع والتحفيز من المحيط الخارجي.,خطأ,TRUE,صحيح,TRUE,,,,,,,,,,,,,,,,
FMPS_C014,التطور الاجتماعي والعاطفي للطفل في مرحلة التعليم الاولي,,,,,FMPS_C014_QV03_Q_5,"من بين العبارات التالية، حدد تلك التي تبدو لك صحيحة: يتميز الطفل الذكي عاطفيا بالصفات التالية:",التعبير عن مشاعره بطريقة صحيحة.,TRUE,إدراك وتقدير مشاعر الاخرين.,TRUE,الثقة الزائدة بالنفس,TRUE,لأنانية والسيطرة,FALSE,,,,,,,,,,,,
FMPS_C014,التطور الاجتماعي والعاطفي للطفل في مرحلة التعليم الاولي,,,,,FMPS_C014_QV03_Q_6,أجب بصحيح / خطأ على العبارة الموالية: لتنمية الذكاء العاطفي لدى الطفل يجب على المربية مساعدته وإعطاءه الفرصة للتعبير عن مشاعره,صحيح,TRUE,خطأ,FALSE,,,,,,,,,,,,,,,,
FMPS_C014,التطور الاجتماعي والعاطفي للطفل في مرحلة التعليم الاولي,,,,,FMPS_C014_QV03_Q_7,"أجب بصحيح / خطأ على العبارة الموالية: خلال فترات اليوم الدراسي يمكن للطفل ان يكتشف عدة مواقف ومشاعر مختلفة، هنا دور المربي يتجلى في مساعدته على التعامل معها والتأكيد على ان هذه المشاعر غير طبيعية.",خطأ,TRUE,صحيح,FALSE,,,,,,,,,,,,,,,,
FMPS_C014,التطور الاجتماعي والعاطفي للطفل في مرحلة التعليم الاولي,,,,,FMPS_C014_QV03_Q_8,"من بين العبارات التالية، حدد تلك التي تبدو لك صحيحة: يمكن للمربي تنمية الذكاء العاطفي لدى الطفل من خلال:",تكليف الطفل بمسؤوليات ومهام يستطيع القيام بها,TRUE,الاستعانة بالأناشيد والقصص التي تتضمن مشاعر مختلفة.,TRUE,الاستعانة بالأركان التربوية التي تشجع التواصل مع الآخرين.,TRUE,خلق وضعيات صعبة (مشاعر صعبة) للأطفال وتركه يتعلم كيفية التعامل مع هذه المشاعر بمفرده.,FALSE,,,,,,,,,,,,
FMPS_C014,التطور الاجتماعي والعاطفي للطفل في مرحلة التعليم الاولي,تقييم التطور الاجتماعي والعاطفي في مرحلة التعليم الأولي,FMPS_C014_V04,https://drive.google.com/file/d/11kwFh6j7NSRR-QgrRsGFUSs0WR5uLqV7/view?usp=drive_link,FMPS_C014_QV04,FMPS_C014_QV04_Q_1,"من بين العبارات التالية، حدد صحيحة منها من بين العبارات التالية، حدد صحيحة منها",يحب اللعب مع الأطفال الآخرين والاختلاط بهم,TRUE,قادر على الحكم على أفعاله وسلوكياته,TRUE,يتعلم تدريجيًا المشاركة والتعاون مع الآخرين,TRUE,,,,,,,,,,,,,,
FMPS_C014,التطور الاجتماعي والعاطفي للطفل في مرحلة التعليم الاولي,,,,,FMPS_C014_QV04_Q_2,"أجب بصحيح / خطأ على العبارة الموالية:تعتبر السنوات الأولى من عمر الطفل مهمة ولها أثر بعيد المدى، حيث تلعب دورا مهما في تعزيز الكفايات الاجتماعية والعاطفية.",صحيح,TRUE,خطأ,FALSE,,,,,,,,,,,,,,,,
FMPS_C014,التطور الاجتماعي والعاطفي للطفل في مرحلة التعليم الاولي,,,,,FMPS_C014_QV04_Q_3,أجب بصحيح / خطأ على العبارة الموالية: يستطيع طفل في عمر 4-5 سنوات التعبير عن احتياجاته ومشاعره باستعمال كلمات وجمل بسيطة.,صحيح,TRUE,خطأ,FALSE,,,,,,,,,,,,,,,,
FMPS_C014,التطور الاجتماعي والعاطفي للطفل في مرحلة التعليم الاولي,,,,,FMPS_C014_QV04_Q_4,"من بين العبارات التالية، حدد تلك التي تبدو لك صحيحة",الطفل في سن 5- 6 سنوات قادر على فهم القواعد الاجتماعية والعائلية جيدًا وقادر على احترامها.,TRUE,يستطيع الطفل في سن 5-6 ان يميز بين الخطأ والصواب.,TRUE,الطفل في سن 5-6 سنوات لا يستطيع التعبير عن اختياراته,FALSE,,,,,,,,,,,,,,
FMPS_C014,التطور الاجتماعي والعاطفي للطفل في مرحلة التعليم الاولي,,,,,FMPS_C014_QV04_Q_5,"أجب بصحيح / خطأ على العبارة الموالية: يتحكم الطفل في مرحلة التعليم الاولي بشكل أكبر في ردود أفعاله العاطفية، دون الحاجة إلى المساعدة عند التعرض لمشاعر قوية.",خطأ,TRUE,صحيح,FALSE,,,,,,,,,,,,,,,,
FMPS_C014,التطور الاجتماعي والعاطفي للطفل في مرحلة التعليم الاولي,,,,,FMPS_C014_QV04_Q_6,أجب بصحيح / خطأ على العبارة الموالية: يستطيع الطفل في سن 5-6 سنوات التعرف على مشاعر الاخرين من خلال ملاحظة تعابير الوجه وبعض الإيماءات.,صحيح,TRUE,خطأ,FALSE,,,,,,,,,,,,,,,,
